City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,Kavaratti,IN,10.5669,72.642,81.25,75,100,14.72,overcast clouds
331,Ahipara,NZ,-35.1667,173.1667,57.27,55,87,7.18,overcast clouds
332,Bubaque,GW,11.2833,-15.8333,81.39,73,75,7.61,broken clouds
333,Jiazi,CN,22.8779,116.067,79.03,79,51,13.06,broken clouds
334,Mujiayingzi,CN,42.1167,118.7833,44.56,25,0,6.73,clear sky
335,Mezen,RU,65.8522,44.24,46.2,92,100,13.35,overcast clouds
336,Gat,IL,31.61,34.7642,74.08,100,0,3.87,clear sky
337,Korla,CN,41.7597,86.1469,51.69,42,27,2.66,scattered clouds
338,Huilong,CN,31.8111,121.655,59.94,79,100,10.71,overcast clouds
339,Banjar,ID,-8.19,114.9675,80.96,82,74,4.29,broken clouds
340,Sola,VU,-13.8833,167.55,80.92,74,83,11.25,broken clouds
341,Trollhattan,SE,58.2333,12.4167,53.58,87,100,12.66,light rain
342,Tura,IN,25.5198,90.2201,71.38,98,25,2.89,scattered clouds
343,Saint-Philippe,RE,-21.3585,55.7679,65.79,79,53,10.51,broken clouds
344,Liwale,TZ,-9.7667,37.9333,62.65,88,0,1.9,clear sky
345,La Grande,US,45.3246,-118.0877,83.01,31,3,4.92,clear sky
346,Broken Hill,AU,-31.95,141.4333,65.39,63,60,5.39,broken clouds
347,Manuk Mangkaw,PH,4.8,119.85,83.66,72,100,7.31,overcast clouds
348,Ruidoso,US,33.3317,-105.673,53.51,95,98,3.44,moderate rain
349,Henties Bay,NA,-22.116,14.2845,53.89,93,1,5.53,clear sky
350,Ambanja,MG,-13.6833,48.45,71.55,87,60,1.61,broken clouds
351,Talaya,RU,61.3833,152.75,19.62,82,100,5.26,overcast clouds
352,Olga,RU,43.7444,135.2892,46.65,36,11,3.29,few clouds
353,Vilhena,BR,-12.7406,-60.1458,80.82,65,20,4.61,few clouds
354,Saint Anthony,US,45.0205,-93.218,49.93,60,20,14.97,few clouds
355,La Brea,HN,15.8,-85.9667,81.91,74,75,4.61,broken clouds
356,Kandrian,PG,-6.2167,149.55,85.95,67,93,6.06,overcast clouds
357,Fare,PF,-16.7,-151.0167,78.12,77,2,25.64,clear sky
358,Ambilobe,MG,-13.2,49.05,65.93,84,4,4.85,clear sky
359,Foam Lake,CA,51.65,-103.5343,42.82,32,0,2.62,clear sky
360,Malinovskiy,RU,61.1953,62.8397,43.14,96,100,5.77,light rain
361,Nikel,RU,69.4128,30.222,42.98,87,4,18.54,clear sky
362,Boda,CF,4.3189,17.4695,67.08,98,77,3.04,broken clouds
363,Ostrovnoy,RU,68.0531,39.5131,45.54,90,100,13.15,overcast clouds
364,Lixourion,GR,38.2019,20.4314,68.02,67,83,6.46,broken clouds
365,Vila,PT,42.0304,-8.1588,56.28,83,13,3.49,few clouds
366,Atasu,KZ,48.6814,71.6433,50.36,52,47,6.2,scattered clouds
367,Kemijarvi,FI,66.7131,27.4306,40.17,86,23,12.68,few clouds
368,Khasan,RU,42.4308,130.6434,47.66,60,82,8.05,broken clouds
369,Ullapool,GB,57.8987,-5.1604,53.35,86,100,23.49,overcast clouds
370,Skibbereen,IE,51.55,-9.2667,60.12,86,84,24.45,broken clouds
371,Coquimbo,CL,-29.9533,-71.3436,56.93,88,0,6.91,clear sky
372,Lasa,IT,46.6166,10.7002,54.48,81,31,2.51,scattered clouds
373,Mana,GF,5.6592,-53.7767,80.58,82,77,13.11,broken clouds
374,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,94,75,11.39,broken clouds
375,Nuevo Progreso,MX,23.1667,-97.95,79.54,71,88,7.52,overcast clouds
376,Tamworth,GB,52.634,-1.6959,57.83,87,43,7.0,scattered clouds
377,Dongsheng,CN,39.8161,109.9776,42.66,39,0,7.31,clear sky
378,Yulara,AU,-25.2406,130.9889,67.71,56,6,13.62,clear sky
379,Lagoa,PT,39.05,-27.9833,69.91,88,6,13.29,clear sky
380,Qinhuangdao,CN,39.9317,119.5883,54.18,54,0,5.3,clear sky
381,Garzon,CO,2.1959,-75.6278,71.96,86,72,2.48,moderate rain
382,Lock Haven,US,41.137,-77.4469,66.69,87,98,3.8,overcast clouds
383,Verkhoyansk,RU,67.5447,133.385,14.29,82,74,4.54,broken clouds
384,Unity,CA,52.4501,-109.1682,50.25,28,14,8.16,few clouds
385,Dudinka,RU,69.4058,86.1778,25.63,89,100,12.91,overcast clouds
386,Maragogi,BR,-9.0122,-35.2225,75.4,87,20,6.35,few clouds
387,Alta Floresta,BR,-9.8756,-56.0861,83.62,39,82,1.66,broken clouds
388,Sakhnovshchyna,UA,49.1517,35.872,50.38,68,21,6.73,few clouds
389,Auki,SB,-8.7676,160.7034,85.71,61,92,1.41,overcast clouds
390,Alofi,NU,-19.0595,-169.9187,82.29,65,40,16.11,scattered clouds
391,Belmonte,BR,-15.8631,-38.8828,74.5,90,62,6.17,broken clouds
392,Lincoln,US,40.8,-96.667,63.55,52,44,10.0,scattered clouds
393,Vadinsk,RU,53.6916,43.0574,48.81,95,74,8.88,broken clouds
394,Oranienburg,DE,52.75,13.2333,54.27,77,1,5.37,clear sky
395,Lavrentiya,RU,65.5833,-171.0,40.14,71,13,29.28,few clouds
396,Mbigou,GA,-1.9005,11.906,68.25,99,100,2.91,heavy intensity rain
397,Ouesso,CG,1.6136,16.0517,68.2,99,100,4.34,light rain
398,Tehri,IN,30.3833,78.4833,65.75,92,54,4.52,broken clouds
399,Owensboro,US,37.7742,-87.1133,75.25,41,40,11.5,scattered clouds
400,Acarau,BR,-2.8856,-40.12,78.39,82,47,15.08,scattered clouds
401,Bantogon,PH,6.5333,124.0333,82.26,69,100,1.14,overcast clouds
402,Kelso,US,46.1468,-122.9084,83.48,60,0,8.05,clear sky
403,Zhangjiakou,CN,40.81,114.8794,46.18,21,0,1.61,clear sky
404,Moscow,RU,55.7522,37.6156,52.32,89,52,13.49,broken clouds
405,Valleyview,CA,55.0667,-117.2859,62.64,51,2,3.44,clear sky
406,Torit,SS,4.4133,32.5678,70.54,81,76,3.13,broken clouds
407,Ojinaga,MX,29.5667,-104.4167,81.55,41,75,11.5,broken clouds
408,Turukhansk,RU,65.8167,87.9833,26.01,97,100,7.4,overcast clouds
409,Laguna,US,38.421,-121.4238,96.12,24,0,11.5,clear sky
410,Honiara,SB,-9.4333,159.95,87.15,61,59,8.12,broken clouds
411,Pitimbu,BR,-7.4706,-34.8086,79.39,87,18,9.17,few clouds
412,Iqaluit,CA,63.7506,-68.5145,20.93,85,40,9.22,scattered clouds
413,Aranos,NA,-24.1333,19.1167,65.73,15,11,10.76,few clouds
414,Minuri,PH,16.535,121.8574,77.45,89,81,1.97,broken clouds
415,Cubuk,TR,40.2386,33.0322,53.35,66,75,13.8,broken clouds
416,Columbus,US,39.9612,-82.9988,68.88,56,75,5.75,broken clouds
417,Djibo,BF,14.1022,-1.6306,83.59,50,47,10.92,scattered clouds
418,San Policarpo,PH,12.1791,125.5072,83.39,79,99,6.58,overcast clouds
419,Sarahan,IN,31.5167,77.8,52.79,72,1,4.41,clear sky
420,Peniche,PT,39.3558,-9.3811,62.11,88,66,7.7,broken clouds
421,Malanje,AO,-9.5402,16.341,66.61,89,99,1.54,overcast clouds
422,Palmer,US,42.1584,-72.3287,62.15,81,75,0.0,broken clouds
423,Grand Forks,US,47.9417,-97.4337,44.33,49,20,14.97,few clouds
424,Boa Vista,BR,2.8197,-60.6733,84.18,61,20,4.61,few clouds
425,Arlit,NE,18.7369,7.3853,89.17,19,85,13.13,overcast clouds
426,Sao Filipe,CV,14.8961,-24.4956,79.68,81,23,6.15,few clouds
427,Ust-Maya,RU,60.4167,134.5333,25.5,76,100,2.42,overcast clouds
428,Camana,PE,-16.6228,-72.7111,61.52,80,2,7.34,clear sky
429,Waddan,LY,29.1614,16.139,68.0,77,0,9.93,clear sky
430,Sabha,LY,27.0377,14.4283,71.02,40,0,11.07,clear sky
431,Bathsheba,BB,13.2167,-59.5167,81.21,83,40,10.36,scattered clouds
432,Viedma,AR,-40.8135,-62.9967,51.17,37,12,2.08,few clouds
433,Venice,US,27.0998,-82.4543,79.99,77,2,7.0,clear sky
434,Manyana,BW,-23.4,21.7167,73.72,12,43,13.02,scattered clouds
435,Te Anau,NZ,-45.4167,167.7167,49.06,56,16,2.26,few clouds
436,Wete,TZ,-5.0559,39.7294,71.8,86,68,7.94,broken clouds
437,Egra,CZ,50.0796,12.3739,45.82,90,61,1.97,broken clouds
438,Bakchar,RU,57.0186,82.0711,34.65,80,98,5.3,overcast clouds
439,Camacha,PT,33.0833,-16.3333,67.42,78,20,14.97,few clouds
440,Wexford,IE,52.3342,-6.4575,58.89,87,100,13.0,overcast clouds
441,Senneterre,CA,48.3835,-77.2328,39.96,95,100,10.85,light rain
442,Posse,BR,-14.0931,-46.3694,86.22,27,98,8.41,overcast clouds
443,Sungaipenuh,ID,-2.0833,101.3833,63.99,92,100,1.72,light rain
444,Eregli,TR,37.5133,34.0467,56.34,71,8,5.21,clear sky
445,Shenjiamen,CN,29.9576,122.298,65.25,82,100,17.31,overcast clouds
446,Nemuro,JP,43.3236,145.575,51.39,60,92,3.36,overcast clouds
447,Barra Do Corda,BR,-5.5,-45.25,85.64,36,52,2.73,broken clouds
448,Agua Verde,MX,22.9,-106.05,86.09,70,12,11.61,few clouds
449,Tautira,PF,-17.7333,-149.15,76.39,80,51,24.56,light rain
450,Torbay,CA,47.6666,-52.7314,55.76,96,100,3.44,fog
451,Buraydah,SA,26.326,43.975,81.05,12,0,5.84,clear sky
452,San Ramon,US,37.7799,-121.978,92.26,49,0,11.5,clear sky
453,Tsumeb,NA,-19.2333,17.7167,76.35,18,52,4.05,broken clouds
454,Cam Ranh,VN,11.9214,109.1591,76.96,94,40,4.61,scattered clouds
455,Prokhorovka,RU,51.0374,36.7325,49.57,93,18,7.2,few clouds
456,Carauari,BR,-4.8828,-66.8958,76.48,83,91,1.34,overcast clouds
457,Tilichiki,RU,60.4667,166.1,34.43,50,84,22.01,broken clouds
458,Arman,RU,59.7,150.1667,28.8,53,95,5.73,overcast clouds
459,Bandarbeyla,SO,9.4942,50.8122,78.3,79,42,19.17,scattered clouds
460,Penticton,CA,49.4806,-119.5858,78.67,44,75,10.36,broken clouds
461,Benghazi,LY,32.1167,20.0667,71.17,61,0,8.39,clear sky
462,Ust-Kut,RU,56.7938,105.7672,27.57,94,98,2.51,overcast clouds
463,Piacabucu,BR,-10.4056,-36.4344,75.9,86,44,9.22,scattered clouds
464,Coolum Beach,AU,-26.5333,153.1,75.11,67,93,9.15,overcast clouds
465,Kabompo,ZM,-13.5927,24.2008,72.3,19,36,9.66,scattered clouds
466,Autun,FR,46.95,4.3,50.52,85,100,2.17,overcast clouds
467,Stornoway,GB,58.2093,-6.3865,52.93,84,20,14.97,few clouds
468,Atar,MR,20.5169,-13.0499,88.39,19,2,6.93,clear sky
469,Wajid,SO,3.8093,43.2471,73.0,78,70,15.05,light rain
470,Pangnirtung,CA,66.1451,-65.7125,29.3,93,100,3.24,light snow
471,Ninh Binh,VN,20.2539,105.975,75.99,92,22,5.32,few clouds
472,Annemasse,FR,46.1944,6.2378,58.64,89,5,2.3,clear sky
473,Butka,RU,56.7179,63.7866,47.64,81,100,9.48,overcast clouds
474,Capinota,BO,-17.7167,-66.2333,69.21,26,4,4.23,clear sky
475,Ukmerge,LT,55.25,24.75,50.68,68,73,17.65,broken clouds
476,Husavik,IS,66.0449,-17.3389,36.32,98,100,10.65,overcast clouds
477,Vernon,CA,50.2581,-119.2691,78.22,34,75,3.44,broken clouds
478,Rincon,US,32.296,-81.2354,73.36,65,0,6.91,clear sky
479,Kampene,CD,-3.6,26.6667,66.76,98,74,2.48,light rain
480,Ayagoz,KZ,47.9714,80.4392,43.02,72,37,7.78,scattered clouds
481,Salalah,OM,17.0151,54.0924,77.09,83,75,3.44,broken clouds
482,Chapais,CA,49.7834,-74.8492,38.98,97,100,9.82,overcast clouds
483,Oktyabrskiy,RU,54.4815,53.471,40.96,94,25,5.57,scattered clouds
484,High Prairie,CA,55.4334,-116.4858,58.96,52,0,3.65,clear sky
485,Inongo,CD,-1.95,18.2667,70.48,95,100,4.5,overcast clouds
486,Matara,LK,5.9485,80.5353,75.76,90,100,9.57,overcast clouds
487,Talisay,PH,10.2447,123.8494,84.22,74,75,6.91,broken clouds
488,Udachnyy,RU,66.4167,112.4,12.06,92,99,4.68,overcast clouds
489,Argir,FO,61.9959,-6.7715,45.57,82,86,17.94,overcast clouds
490,Jalu,LY,29.0331,21.5482,67.53,54,0,7.96,clear sky
491,Salinopolis,BR,-0.6136,-47.3561,80.89,77,68,13.85,broken clouds
492,Ibotirama,BR,-12.1853,-43.2206,84.56,32,97,9.51,overcast clouds
493,Qandala,SO,11.472,49.8728,81.79,66,49,4.52,scattered clouds
494,Derzhavinsk,KZ,51.1,66.3167,49.77,25,99,9.42,overcast clouds
495,Pahasu,IN,28.1833,78.05,71.62,91,100,9.8,overcast clouds
496,Westport,US,41.1415,-73.3579,66.61,78,0,1.01,clear sky
497,Qujing,CN,25.4833,103.7833,59.81,93,97,5.23,overcast clouds
498,Cap Malheureux,MU,-19.9842,57.6142,71.47,70,63,5.99,broken clouds
499,Vila Velha,BR,-20.3297,-40.2925,76.95,88,75,9.22,broken clouds
500,San Luis,AR,-33.295,-66.3356,62.91,32,5,0.38,clear sky
501,Cody,US,44.5263,-109.0565,58.64,67,0,13.8,clear sky
502,Sharan,RU,54.8167,54.0,42.01,93,52,7.29,broken clouds
503,Eirunepe,BR,-6.6603,-69.8736,75.56,90,90,5.06,overcast clouds
504,Tver,RU,56.8619,35.8931,50.41,83,85,12.44,overcast clouds
505,Ha Giang,VN,22.8333,104.9833,74.46,87,31,1.74,scattered clouds
506,Doha,QA,25.2867,51.5333,85.98,81,0,3.44,clear sky
507,Tokur,RU,53.1333,132.9,26.46,76,95,5.75,overcast clouds
508,Ipira,BR,-12.1583,-39.7372,74.01,74,76,12.71,broken clouds
509,Mersing,MY,2.4312,103.8405,75.11,94,40,3.44,scattered clouds
510,San Jose,US,37.3394,-121.895,87.49,50,75,13.8,broken clouds
511,Ranot,TH,7.7777,100.3213,81.07,78,99,4.23,overcast clouds
512,Genhe,CN,50.7833,121.5167,28.71,48,6,1.28,clear sky
513,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,30,0,19.57,clear sky
514,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,79.54,71,74,2.93,broken clouds
515,Purpe,RU,64.4803,76.6897,34.97,84,100,16.82,overcast clouds
516,Norsup,VU,-16.0667,167.3833,82.63,71,11,6.69,few clouds
517,Loiza,PR,18.4313,-65.8802,84.18,81,40,11.5,scattered clouds
518,Balabac,PH,7.9868,117.0645,82.83,79,97,9.51,light rain
519,Klang,MY,3.0333,101.45,78.94,89,20,0.0,few clouds
520,Sibolga,ID,1.7427,98.7792,75.34,90,100,3.0,overcast clouds
521,Sao Joao Batista,BR,-27.2761,-48.8494,71.96,100,100,1.99,overcast clouds
522,Ulladulla,AU,-35.35,150.4667,66.51,72,97,5.95,light rain
523,Paracuru,BR,-3.41,-39.0306,79.11,82,43,10.31,scattered clouds
524,Paita,PE,-5.0892,-81.1144,63.7,85,17,14.99,few clouds
525,Yarada,IN,17.65,83.2667,79.12,100,40,2.3,mist
526,Aruja,BR,-23.3961,-46.3208,78.35,61,0,8.05,heavy intensity rain
527,Benalla,AU,-36.55,145.9833,60.85,98,100,9.19,moderate rain
528,Aksarka,RU,66.5606,67.7975,36.57,95,100,5.75,overcast clouds
529,Qiyang,CN,26.5911,111.8474,54.3,74,100,3.53,overcast clouds
530,Marsabit,KE,2.3284,37.9899,64.54,73,59,23.71,broken clouds
531,Conceicao Do Araguaia,BR,-8.2578,-49.2647,85.32,37,64,7.27,broken clouds
532,Ladario,BR,-19.0047,-57.6017,71.55,96,97,1.99,overcast clouds
533,Prince Rupert,CA,54.3161,-130.3201,64.49,81,0,10.36,clear sky
534,Sangin,AF,32.0728,64.8359,63.82,11,0,5.86,clear sky
535,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.67,87,19,6.58,few clouds
536,Beringovskiy,RU,63.05,179.3167,39.72,52,11,29.24,few clouds
537,Buenos Aires,AR,-34.6132,-58.3772,64.29,64,92,2.19,overcast clouds
538,Alenquer,BR,-1.9417,-54.7383,86.5,42,52,6.58,broken clouds
539,Tocopilla,CL,-22.092,-70.1979,63.5,64,20,5.37,few clouds
540,Ferme-Neuve,CA,46.7001,-75.4493,58.32,69,96,6.2,overcast clouds
541,Ewa Beach,US,21.3156,-158.0072,85.37,62,40,11.5,scattered clouds
542,El Carmen,CO,8.5106,-73.4478,67.42,98,100,2.44,overcast clouds
543,Hobyo,SO,5.3505,48.5268,76.87,88,82,18.41,broken clouds
544,Adeje,ES,28.1227,-16.726,70.9,81,75,5.75,broken clouds
545,Kisangani,CD,0.5167,25.2,69.64,99,100,1.3,light rain
546,Ygatimi,PY,-24.0833,-55.5,64.51,98,100,6.42,overcast clouds
547,Muli,MV,2.9167,73.5667,81.72,76,76,18.68,broken clouds
548,Solnechnyy,RU,50.7214,136.6319,40.17,37,5,7.65,clear sky
549,Tezu,IN,27.9167,96.1667,72.57,99,100,1.86,overcast clouds
550,Orchard Homes,US,46.8633,-114.0484,76.28,39,0,5.75,clear sky
551,Ivankiv,UA,50.9386,29.8943,51.46,95,71,7.23,broken clouds
552,Buala,SB,-8.145,159.5921,84.34,69,99,7.83,light rain
553,Tuatapere,NZ,-46.1333,167.6833,52.86,48,11,1.77,few clouds
554,Cabra,ES,37.4725,-4.4421,64.94,74,8,3.11,clear sky
555,Cockburn Town,TC,21.4612,-71.1419,82.36,78,40,11.5,scattered clouds
556,Kaeo,NZ,-35.1,173.7833,62.33,60,79,2.59,broken clouds
557,Fez,MA,34.0372,-4.9998,70.05,64,0,6.91,clear sky
558,Katobu,ID,-4.9408,122.5276,80.98,82,99,2.71,overcast clouds
559,Cabo San Lucas,MX,22.8909,-109.9124,88.9,63,20,9.22,few clouds
560,Berlevag,NO,70.8578,29.0864,44.6,75,58,19.57,broken clouds
561,Finnsnes,NO,69.2296,17.9811,45.21,88,98,23.17,moderate rain
562,Komsomolets,KZ,53.7453,62.0708,51.96,63,100,13.4,overcast clouds
563,Brae,GB,60.3964,-1.353,51.4,91,100,28.39,light rain
564,Port Keats,AU,-14.25,129.55,88.54,58,4,3.6,clear sky
565,Walvis Bay,NA,-22.9575,14.5053,52.75,82,0,4.61,clear sky
566,Ongandjera,NA,-17.8833,15.0667,69.71,24,29,9.4,scattered clouds
567,Kaohsiung,TW,22.6163,120.3133,84.04,82,40,4.61,scattered clouds
568,Upata,VE,8.0086,-62.3989,74.19,97,73,3.02,broken clouds
569,Kalemie,CD,-5.9475,29.1947,73.31,43,25,1.45,scattered clouds
570,Zhangye,CN,38.9342,100.4517,47.71,41,12,2.59,few clouds
571,Taldan,RU,53.6667,124.8,34.12,51,55,6.53,broken clouds
572,Savannah Bight,HN,16.45,-85.85,78.08,85,100,9.24,overcast clouds
573,La Ronge,CA,55.1001,-105.2842,48.45,40,40,11.5,scattered clouds
574,Kurilsk,RU,45.2333,147.8833,48.83,49,89,8.14,overcast clouds
575,Sorland,NO,67.667,12.6934,48.06,75,93,21.21,overcast clouds
576,Guarapari,BR,-20.6667,-40.4975,72.12,90,95,10.22,overcast clouds
577,Lata,PT,40.1629,-8.3327,64.92,59,93,2.77,overcast clouds
578,Progreso,MX,21.2833,-89.6667,78.3,72,7,11.01,clear sky
579,Hervey Bay,AU,-25.2986,152.8535,75.02,58,49,7.0,scattered clouds
580,Flinders,AU,-34.5833,150.8552,71.06,82,89,5.01,moderate rain
581,Tolaga Bay,NZ,-38.3667,178.3,54.86,49,24,18.43,few clouds
582,Faqirwali,PK,29.4663,73.034,76.5,72,0,9.28,clear sky
583,Bilibino,RU,68.0546,166.4372,23.14,91,100,2.73,overcast clouds
584,Radomsko,PL,51.0671,19.4448,49.03,66,2,1.54,clear sky
585,Hay River,CA,60.8156,-115.7999,58.96,51,20,5.75,few clouds
586,Berlin,DE,52.5244,13.4105,55.17,73,0,3.0,clear sky
587,Sogne,NO,58.0833,7.8167,56.7,92,52,5.99,broken clouds
588,Morristown,US,36.214,-83.2949,68.05,52,0,0.0,clear sky
589,Kensington,AU,-33.9167,151.2167,72.77,73,75,10.36,moderate rain
590,Vidim,RU,56.4088,103.1106,29.52,92,77,3.38,broken clouds
591,Birao,CF,10.2849,22.7882,71.8,91,100,3.24,overcast clouds
592,Kongwa,TZ,-6.2,36.4167,61.11,85,24,5.39,few clouds
593,Alora,ES,36.8236,-4.7058,67.5,86,15,4.05,few clouds
594,Mae Sai,TH,20.4335,99.8762,70.14,99,49,1.05,scattered clouds
595,Panuco,MX,22.05,-98.1667,74.35,86,87,6.15,overcast clouds
596,Eyl,SO,7.9803,49.8164,77.41,79,89,13.49,overcast clouds
597,Brigantine,US,39.4101,-74.3646,64.6,87,0,3.44,clear sky
598,Lima,PE,-12.0432,-77.0282,66.9,71,0,11.5,clear sky
599,Katsuura,JP,35.1333,140.3,59.02,93,100,14.25,moderate rain
600,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,46,40,4.47,scattered clouds
601,Krasnaya Gora,RU,52.9995,31.6023,49.01,92,38,10.4,scattered clouds
602,Kahului,US,20.8947,-156.47,87.82,69,40,19.57,scattered clouds
603,Mmathubudukwane,BW,-24.6,26.4333,68.79,31,0,5.17,clear sky
604,Cacequi,BR,-29.8836,-54.825,58.08,92,100,14.27,light rain
605,Sao Felix Do Xingu,BR,-6.6447,-51.995,83.75,44,84,0.76,moderate rain
606,San Quintin,MX,30.4833,-115.95,70.7,76,13,9.08,few clouds
607,Magadan,RU,59.5667,150.8,27.64,55,84,3.53,broken clouds
608,Luganville,VU,-15.5333,167.1667,83.07,73,36,7.9,scattered clouds
609,Traverse City,US,44.7631,-85.6206,50.11,87,97,18.84,overcast clouds
610,Whitehorse,CA,60.7161,-135.0538,61.57,37,75,15.01,broken clouds
611,Pevek,RU,69.7008,170.3133,28.04,83,100,35.93,light snow
612,Amla,IN,21.9333,78.1167,69.48,95,99,5.59,overcast clouds
613,Tongliao,CN,43.6125,122.2653,45.1,40,1,12.62,clear sky
614,Matay,EG,28.419,30.7792,70.07,62,0,15.9,clear sky
615,Indramayu,ID,-6.3264,108.32,79.77,77,99,6.67,overcast clouds
616,Rey Bouba,CM,8.6724,14.1786,70.47,93,89,2.08,light rain
617,Khobi,GE,42.3156,41.8987,62.91,93,98,2.71,overcast clouds
618,Sobolevo,RU,54.4299,31.8996,47.82,91,20,12.64,few clouds
619,Saint-Joseph,RE,-21.3667,55.6167,64.78,77,29,11.16,scattered clouds
620,Marawi,PH,7.9986,124.2928,76.03,78,74,1.1,broken clouds
621,San Andres,CO,12.5847,-81.7006,80.62,89,40,12.66,scattered clouds
622,Komsomolskiy,UZ,40.4272,71.7189,56.12,44,4,4.61,clear sky
623,Quisqueya,DO,18.5554,-69.4081,80.49,89,43,7.47,scattered clouds
624,Oranjestad,AW,12.524,-70.027,80.55,93,40,5.75,scattered clouds
625,Inuvik,CA,68.3499,-133.7218,47.16,68,75,8.05,broken clouds
626,Lakes Entrance,AU,-37.8811,147.981,65.16,68,100,3.87,moderate rain
627,Khash,IR,28.2211,61.2158,58.64,9,0,4.27,clear sky
628,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
629,Calderitas,MX,18.55,-88.25,80.17,64,91,12.91,overcast clouds
630,Klaksvik,FO,62.2266,-6.589,45.52,78,78,15.52,broken clouds
631,Winchester,GB,51.0651,-1.3187,58.42,97,11,6.91,few clouds
632,Bad Sooden-Allendorf,DE,51.2833,9.9833,46.54,83,1,3.0,clear sky
633,Conakry,GN,9.538,-13.6773,79.56,78,85,4.65,overcast clouds
634,Tashla,RU,51.7716,52.7427,46.04,76,57,5.64,broken clouds
635,Ricardo Palma,PE,-11.9181,-76.6664,55.33,50,12,1.07,few clouds
636,Kotagiri,IN,11.4333,76.8833,57.27,85,94,2.17,overcast clouds
637,Novyy Urengoy,RU,66.0833,76.6333,34.93,82,100,15.93,overcast clouds
638,Vila Do Maio,CV,15.1333,-23.2167,81.39,85,37,9.57,scattered clouds
639,Sindor,RU,62.8629,51.8905,42.89,96,100,7.94,overcast clouds
640,Payson,US,40.0444,-111.7321,76.37,22,0,4.61,clear sky
641,Gobabis,NA,-22.45,18.9667,71.33,14,69,8.7,broken clouds
642,Marsa Matruh,EG,31.3525,27.2453,71.8,46,20,11.5,few clouds
643,Roald,NO,62.5833,6.1333,53.76,71,40,21.85,scattered clouds
644,Vanimo,PG,-2.6741,141.3028,80.91,85,100,6.51,overcast clouds
645,Altay,CN,47.8667,88.1167,37.22,59,0,3.29,clear sky
646,Soyo,AO,-6.1349,12.3689,75.36,84,83,5.91,light rain
647,Yacuiba,BO,-22.038,-63.6797,64.54,39,0,2.64,clear sky
648,Pacific Grove,US,36.6177,-121.9166,75.38,85,20,9.22,few clouds
649,Syracuse,IT,37.0881,15.2792,69.39,58,66,4.03,broken clouds
650,Nakusp,CA,50.2499,-117.8023,75.31,38,61,1.7,broken clouds
651,Namibe,AO,-15.1961,12.1522,61.65,88,93,5.7,overcast clouds
652,Najran,SA,17.4924,44.1277,77.65,26,100,3.53,overcast clouds
653,Puerto Lempira,HN,15.2667,-83.7667,80.74,83,75,9.22,broken clouds
654,Denpasar,ID,-8.65,115.2167,78.46,94,75,9.22,broken clouds
655,Karpogory,RU,64.0019,44.4451,46.47,89,100,13.2,overcast clouds
656,Chunskiy,RU,56.0815,99.6342,30.58,97,99,2.04,overcast clouds
657,Tessalit,ML,20.1986,1.0114,87.64,17,21,10.54,few clouds
658,Myitkyina,MM,25.3833,97.4,71.55,99,77,1.81,broken clouds
659,Hami,CN,42.8,93.45,49.42,27,0,2.98,clear sky
660,Doka,SD,13.5167,35.7667,75.6,76,44,5.28,scattered clouds
661,Guerande,FR,47.3291,-2.4283,50.95,80,9,6.91,clear sky
662,Huarmey,PE,-10.0681,-78.1522,62.8,80,41,8.9,scattered clouds
663,Duiwelskloof,ZA,-23.6934,30.14,69.94,34,0,2.39,clear sky
664,Isangel,VU,-19.55,169.2667,82.51,83,75,4.61,broken clouds
